Module,/veins-4.4/examples/pveins_providencia/results/50Demand_PER10/nodebug-0.sca_nodebug-0-20170616-15:33:25-24036_maxSpeed,/veins-4.4/examples/pveins_providencia/results/50Demand_PER10/nodebug-0.sca_nodebug-0-20170616-15:33:25-24036_minSpeed,/veins-4.4/examples/pveins_providencia/results/50Demand_PER10/nodebug-0.sca_nodebug-0-20170616-15:33:25-24036_startTime,/veins-4.4/examples/pveins_providencia/results/50Demand_PER10/nodebug-0.sca_nodebug-0-20170616-15:33:25-24036_stopTime,/veins-4.4/examples/pveins_providencia/results/50Demand_PER10/nodebug-0.sca_nodebug-0-20170616-15:33:25-24036_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/50Demand_PER10/nodebug-0.sca_nodebug-0-20170616-15:33:25-24036_totalDistance,/veins-4.4/examples/pveins_providencia/results/50Demand_PER10/nodebug-0.sca_nodebug-0-20170616-15:33:25-24036_totalTime
ProvidenciaExampleScenario.node[82].veinsmobility,19.25,6.9,27024,27071,182.207,772.065,46.5
ProvidenciaExampleScenario.node[28].veinsmobility,16.25,0,27009.5,27073,180.784,491.382,63
ProvidenciaExampleScenario.node[36].veinsmobility,19.25,3.5,27013,27073.5,234.974,894.294,60
ProvidenciaExampleScenario.node[102].veinsmobility,19.25,6.9,27028.5,27075,181.727,767.711,46
ProvidenciaExampleScenario.node[51].veinsmobility,16.118,0,27016.5,27075.5,166.461,487.551,58.5
ProvidenciaExampleScenario.node[104].veinsmobility,19.5748,7.1,27029,27076.5,186.004,784.497,47
ProvidenciaExampleScenario.node[81].veinsmobility,15.7778,0,27024,27078.5,143.706,493.796,54
ProvidenciaExampleScenario.node[112].veinsmobility,18.2675,6.9,27032.5,27081,170.486,768.983,48
ProvidenciaExampleScenario.node[146].veinsmobility,15.5,5.4,27041.5,27082,127.461,490.692,40
ProvidenciaExampleScenario.node[216].veinsmobility,18.15,6.05457,27057.5,27082.5,81.6429,335.191,24.5
ProvidenciaExampleScenario.node[221].veinsmobility,17.6972,6.75,27059.5,27084,83.7006,334.997,24
ProvidenciaExampleScenario.node[92].veinsmobility,17.573,3.5,27026,27084,217.81,865.412,57.5
ProvidenciaExampleScenario.node[75].veinsmobility,16.25,6.9,27023,27084,177.731,858.564,60.5
ProvidenciaExampleScenario.node[45].veinsmobility,16.25,0,27015,27087,187.795,666.912,71.5
ProvidenciaExampleScenario.node[24].veinsmobility,17.1,0,27007.5,27087,199.073,650.205,79
ProvidenciaExampleScenario.node[11].veinsmobility,16.25,0,27004.5,27087,201.293,635.354,82
ProvidenciaExampleScenario.node[52].veinsmobility,16.25,0,27016.5,27089,197.947,627.67,72
ProvidenciaExampleScenario.node[105].veinsmobility,15.85,1.21938,27029.5,27089,161.739,634.258,59
ProvidenciaExampleScenario.node[58].veinsmobility,16.25,0,27018,27089,182.801,654.709,70.5
ProvidenciaExampleScenario.node[128].veinsmobility,18.6883,6.9,27036,27089,180.985,852.272,52.5
ProvidenciaExampleScenario.node[43].veinsmobility,15,0,27014.5,27090,195.167,900.143,75
ProvidenciaExampleScenario.node[186].veinsmobility,16.15,5.4,27051.5,27090,131.192,490.163,38
ProvidenciaExampleScenario.node[255].veinsmobility,12.9,0,27069.5,27090.5,49.9843,107.138,20.5
ProvidenciaExampleScenario.node[87].veinsmobility,16.25,0,27025,27090.5,176.73,633.797,65
ProvidenciaExampleScenario.node[122].veinsmobility,15.65,4.38606,27035,27091.5,155.65,635.26,56
ProvidenciaExampleScenario.node[137].veinsmobility,15.65,3.56616,27038,27091.5,150.057,610.347,53
ProvidenciaExampleScenario.node[171].veinsmobility,16.3759,4.61054,27046.5,27091.5,143.508,498.04,44.5
ProvidenciaExampleScenario.node[39].veinsmobility,16.25,0,27013.5,27092.5,246.881,887.475,78.5
ProvidenciaExampleScenario.node[207].veinsmobility,16.25,6.9,27055.5,27092.5,131.709,487.473,36.5
ProvidenciaExampleScenario.node[113].veinsmobility,16.4289,3.5,27032.5,27092.5,203.144,863.654,59.5
ProvidenciaExampleScenario.node[306].veinsmobility,13.916,5.4,27082,27094,39.53,107.563,11.5
ProvidenciaExampleScenario.node[155].veinsmobility,16.187,6.9,27043.5,27094.5,157.535,640.219,50.5
ProvidenciaExampleScenario.node[33].veinsmobility,15.65,0,27012.5,27095,213.67,992.062,82
ProvidenciaExampleScenario.node[121].veinsmobility,16.25,5.7,27034.5,27095.5,196.066,876.725,60.5
ProvidenciaExampleScenario.node[140].veinsmobility,15.65,6.9,27039,27096,155.023,642.702,56.5
ProvidenciaExampleScenario.node[175].veinsmobility,15.5627,6.9,27048,27098,143.351,651.31,49.5
ProvidenciaExampleScenario.node[142].veinsmobility,16.3921,3.5,27039,27100,204.353,865.281,60.5
ProvidenciaExampleScenario.node[148].veinsmobility,16.25,3.5,27041.5,27102,197.444,861.326,60
ProvidenciaExampleScenario.node[120].veinsmobility,16.4992,5.51552,27034.5,27102.5,226.093,772.282,67.5
ProvidenciaExampleScenario.node[163].veinsmobility,16.5841,3.5,27044.5,27104,206.586,865.774,59
ProvidenciaExampleScenario.node[19].veinsmobility,15.65,0,27006.5,27109,301.695,1327.42,102
ProvidenciaExampleScenario.node[227].veinsmobility,16.9681,6.9,27061,27112,160.433,672.454,50.5
ProvidenciaExampleScenario.node[57].veinsmobility,22.126,0,27018,27115,321.409,1072.05,96.5
ProvidenciaExampleScenario.node[208].veinsmobility,16.8185,0,27055.5,27118.5,141.61,273.817,62.5
ProvidenciaExampleScenario.node[16].veinsmobility,23.15,0,27006,27119.5,336.409,1145.09,113
ProvidenciaExampleScenario.node[80].veinsmobility,16.25,0,27023.5,27122,245.467,1031.13,98
ProvidenciaExampleScenario.node[89].veinsmobility,16.25,0,27025.5,27123,240.739,1035.39,97
ProvidenciaExampleScenario.node[357].veinsmobility,15.831,2.07476,27097,27126.5,98.1166,274.501,29
ProvidenciaExampleScenario.node[38].veinsmobility,18.15,0,27013.5,27127.5,287.023,973.534,113.5
ProvidenciaExampleScenario.node[143].veinsmobility,15.65,1.06862,27040,27128,227.652,1041.95,87.5
ProvidenciaExampleScenario.node[61].veinsmobility,22.5,0,27019,27128.5,406.149,1280.16,109
ProvidenciaExampleScenario.node[8].veinsmobility,22.5,0,27003,27128.5,455.09,1281.63,125
ProvidenciaExampleScenario.node[46].veinsmobility,19.4,0,27015,27128.5,278.776,976.667,113
ProvidenciaExampleScenario.node[71].veinsmobility,19.75,0,27021,27129.5,294.899,985.17,108
ProvidenciaExampleScenario.node[98].veinsmobility,19.5,0,27027.5,27130,280.277,980.404,102
ProvidenciaExampleScenario.node[65].veinsmobility,19.75,0,27019.5,27130,294.154,992.214,110
ProvidenciaExampleScenario.node[21].veinsmobility,18.5,0,27007.5,27130.5,300.84,991.492,122.5
ProvidenciaExampleScenario.node[156].veinsmobility,15.8734,3.5943,27044,27130.5,247.839,1030.71,86
ProvidenciaExampleScenario.node[42].veinsmobility,17.5,0,27014,27132.5,340.7,1133.56,118
ProvidenciaExampleScenario.node[233].veinsmobility,15.65,0,27062.5,27133.5,137.85,279.41,70.5
ProvidenciaExampleScenario.node[154].veinsmobility,19.25,0,27043,27133.5,261.142,980.728,90
ProvidenciaExampleScenario.node[183].veinsmobility,20.9844,0,27050.5,27134.5,242.308,986.801,83.5
ProvidenciaExampleScenario.node[320].veinsmobility,16.2488,0,27087,27135.5,119.614,282.652,48
ProvidenciaExampleScenario.node[158].veinsmobility,18.4621,1.17625,27044,27136,243.879,976.287,91.5
ProvidenciaExampleScenario.node[13].veinsmobility,16.25,0,27005.5,27136.5,298.539,797.066,130.5
ProvidenciaExampleScenario.node[1].veinsmobility,22.4552,0,27000.5,27137,357.437,906.957,136
ProvidenciaExampleScenario.node[438].veinsmobility,16.9,6.9,27116,27138,103.648,275.17,21.5
ProvidenciaExampleScenario.node[25].veinsmobility,15.2202,0,27007.5,27138,339.641,1361.06,130
ProvidenciaExampleScenario.node[85].veinsmobility,15.9018,0,27024.5,27138.5,255.889,774.192,113.5
ProvidenciaExampleScenario.node[247].veinsmobility,16.25,0,27067,27139,194.703,624.083,71.5
ProvidenciaExampleScenario.node[179].veinsmobility,16.25,0,27048.5,27139,219.497,623.003,90
ProvidenciaExampleScenario.node[18].veinsmobility,19,0,27006.5,27140,325.751,904.688,133
ProvidenciaExampleScenario.node[34].veinsmobility,16.4067,0,27013,27140,272.599,794.596,126.5
ProvidenciaExampleScenario.node[202].veinsmobility,16.25,0,27054.5,27140.5,204.148,618.955,85.5
ProvidenciaExampleScenario.node[204].veinsmobility,18.9409,0,27054.5,27142,267.29,918.177,87
ProvidenciaExampleScenario.node[40].veinsmobility,15.65,0,27014,27142,248.572,662.118,127.5
ProvidenciaExampleScenario.node[220].veinsmobility,19.1885,0,27059,27143,264.62,913.676,83.5
ProvidenciaExampleScenario.node[166].veinsmobility,16.0782,0,27045,27143.5,233.547,664.136,98
ProvidenciaExampleScenario.node[174].veinsmobility,15.3923,0,27047.5,27143.5,251.207,861.253,95.5
ProvidenciaExampleScenario.node[70].veinsmobility,15.65,0,27020.5,27143.5,307.161,1069.54,122.5
ProvidenciaExampleScenario.node[131].veinsmobility,19.7075,0,27036.5,27144,313.017,909.082,107
ProvidenciaExampleScenario.node[7].veinsmobility,17.25,0,27002.5,27144,350.01,1050.5,141
ProvidenciaExampleScenario.node[50].veinsmobility,15.65,0,27016,27145.5,317.01,1065.68,129
ProvidenciaExampleScenario.node[229].veinsmobility,17.5872,-1.02794,27061,27145.5,256.862,858.986,84
ProvidenciaExampleScenario.node[94].veinsmobility,15.1412,0,27026.5,27146,233.897,657.837,119
ProvidenciaExampleScenario.node[91].veinsmobility,16.25,0,27025.5,27146,294.733,682.004,120
ProvidenciaExampleScenario.node[60].veinsmobility,15,0,27018.5,27146,296.044,1079.96,127
ProvidenciaExampleScenario.node[3].veinsmobility,21.2414,0,27001.5,27146.5,326.914,844.023,144.5
ProvidenciaExampleScenario.node[225].veinsmobility,15.9983,0,27060,27147,244.775,889.37,86.5
ProvidenciaExampleScenario.node[86].veinsmobility,16.25,0,27024.5,27147,312.138,1110.97,122
ProvidenciaExampleScenario.node[261].veinsmobility,15.65,6.9,27071.5,27147.5,212.799,1034.09,75.5
ProvidenciaExampleScenario.node[279].veinsmobility,15.65,0,27076,27148,176.104,660.347,71.5
ProvidenciaExampleScenario.node[93].veinsmobility,16.29,0,27026,27148.5,284.319,706.679,122
ProvidenciaExampleScenario.node[79].veinsmobility,15.5,0,27023.5,27149,371.199,1482.83,125
ProvidenciaExampleScenario.node[248].veinsmobility,15.9787,1.61724,27067,27149,224.727,865.959,81.5
ProvidenciaExampleScenario.node[265].veinsmobility,16.6716,0,27073,27152,252.321,882.592,78.5
ProvidenciaExampleScenario.node[149].veinsmobility,15.85,0,27042,27152,248.705,869.329,109.5
ProvidenciaExampleScenario.node[304].veinsmobility,16.4878,-2.67384,27081.5,27152.5,238.497,878.757,70.5
ProvidenciaExampleScenario.node[162].veinsmobility,19.3935,0,27044.5,27153.5,264.705,768.877,108.5
ProvidenciaExampleScenario.node[129].veinsmobility,19.75,0,27036.5,27153.5,268.505,768.766,116.5
ProvidenciaExampleScenario.node[191].veinsmobility,16.4992,0,27052,27153.5,233.691,860.621,101
ProvidenciaExampleScenario.node[141].veinsmobility,19.25,0,27039,27154,255.381,779.965,114.5
ProvidenciaExampleScenario.node[176].veinsmobility,19.25,0,27048,27154,251.032,783.715,105.5
ProvidenciaExampleScenario.node[169].veinsmobility,19.2575,0,27046,27154.5,262.94,774.882,108
ProvidenciaExampleScenario.node[132].veinsmobility,17.75,0,27037,27155.5,242.776,657.763,118
ProvidenciaExampleScenario.node[182].veinsmobility,18.7222,0,27050.5,27155.5,245.564,783.539,104.5
ProvidenciaExampleScenario.node[157].veinsmobility,19.0071,0,27044,27155.5,253.868,769.68,111
ProvidenciaExampleScenario.node[115].veinsmobility,15,0,27033.5,27156,236.149,902.21,122
ProvidenciaExampleScenario.node[288].veinsmobility,15.3375,0,27078,27156,219.091,897.305,77.5
ProvidenciaExampleScenario.node[238].veinsmobility,18.8518,0,27064,27156.5,235.418,764.718,92
ProvidenciaExampleScenario.node[138].veinsmobility,15.2233,0,27038.5,27157,235.976,873.331,118
ProvidenciaExampleScenario.node[363].veinsmobility,19.25,1.36179,27098,27157.5,195.987,763.771,59
ProvidenciaExampleScenario.node[250].veinsmobility,18.3615,0,27068,27157.5,222.475,766.449,89
ProvidenciaExampleScenario.node[310].veinsmobility,15.3185,1.23857,27084,27157.5,214.264,868.159,73
ProvidenciaExampleScenario.node[68].veinsmobility,19.5745,0,27020.5,27159,369.837,1411.28,138
ProvidenciaExampleScenario.node[303].veinsmobility,18.8098,0,27080.5,27159,220.171,756.928,78
ProvidenciaExampleScenario.node[161].veinsmobility,15.65,0,27044.5,27159.5,261.997,689.681,114.5
ProvidenciaExampleScenario.node[281].veinsmobility,18.2992,0,27076.5,27159.5,216.436,768.251,82.5
ProvidenciaExampleScenario.node[323].veinsmobility,15.3368,2.25066,27088,27159.5,204.733,874.335,71
ProvidenciaExampleScenario.node[311].veinsmobility,16.25,0,27084.5,27160,204.171,788.621,75
ProvidenciaExampleScenario.node[35].veinsmobility,19.6481,0,27013,27160.5,419.71,1299.96,147
ProvidenciaExampleScenario.node[317].veinsmobility,19.25,0,27085.5,27161,221.178,769.548,75
ProvidenciaExampleScenario.node[296].veinsmobility,19.0639,0,27079.5,27161,201.435,766.065,81
ProvidenciaExampleScenario.node[335].veinsmobility,15.4085,0,27091,27161,192.578,885.781,69.5
ProvidenciaExampleScenario.node[293].veinsmobility,18.0694,0,27079,27161.5,217.213,774.381,82
ProvidenciaExampleScenario.node[327].veinsmobility,19.6631,0,27090,27162,224.166,784.64,71.5
ProvidenciaExampleScenario.node[321].veinsmobility,18.9045,0,27087.5,27162.5,202.9,778.722,74.5
ProvidenciaExampleScenario.node[388].veinsmobility,19.8262,3.19261,27104,27163,210.105,785.259,58.5
ProvidenciaExampleScenario.node[353].veinsmobility,15.4184,0,27095.5,27163.5,197.554,903.66,67.5
ProvidenciaExampleScenario.node[205].veinsmobility,16.25,0,27055,27163.5,229.888,866.434,108
ProvidenciaExampleScenario.node[232].veinsmobility,16.6216,0,27062,27164.5,229.168,694.362,102
ProvidenciaExampleScenario.node[77].veinsmobility,18.15,0,27023,27164.5,377.115,1299.16,141
ProvidenciaExampleScenario.node[413].veinsmobility,18.9352,5.4,27109,27164.5,185.832,770.719,55
ProvidenciaExampleScenario.node[381].veinsmobility,19.1529,1.35266,27101.5,27165,198.361,778.918,63
ProvidenciaExampleScenario.node[99].veinsmobility,18.7893,0,27028,27165.5,390.529,1315.46,137
ProvidenciaExampleScenario.node[452].veinsmobility,16.75,0,27120,27166,138.171,480.319,45.5
ProvidenciaExampleScenario.node[172].veinsmobility,15,0,27046.5,27166,248.082,945.171,119
ProvidenciaExampleScenario.node[407].veinsmobility,19.5931,3.68784,27108,27166,196.766,771.793,57.5
ProvidenciaExampleScenario.node[130].veinsmobility,18.15,0,27036.5,27166,357.853,1293.83,129
ProvidenciaExampleScenario.node[109].veinsmobility,16.25,0,27032,27167,316.687,1091.79,134.5
ProvidenciaExampleScenario.node[442].veinsmobility,19.25,5.4,27117.5,27167,173.455,765.193,49
ProvidenciaExampleScenario.node[194].veinsmobility,16.6528,0,27052.5,27167.5,258.938,751.545,114.5
ProvidenciaExampleScenario.node[114].veinsmobility,18.15,0,27033,27167.5,378.326,1302.96,134
ProvidenciaExampleScenario.node[134].veinsmobility,18.0741,0,27037,27168,361.701,1311.05,130.5
ProvidenciaExampleScenario.node[396].veinsmobility,15.2572,3.5,27105.5,27168,190.78,861.627,62
ProvidenciaExampleScenario.node[124].veinsmobility,18.8,0,27035,27169,377.463,1300.98,133.5
ProvidenciaExampleScenario.node[231].veinsmobility,14.5955,0,27062,27169,228.893,862.058,106.5
ProvidenciaExampleScenario.node[425].veinsmobility,18.0185,4.07807,27112,27169.5,180.099,769.709,57
ProvidenciaExampleScenario.node[399].veinsmobility,15.5265,5.06056,27106,27169.5,196.978,885.803,63
ProvidenciaExampleScenario.node[188].veinsmobility,19.4,0,27051.5,27170,344.22,1300.57,118
ProvidenciaExampleScenario.node[350].veinsmobility,15,0,27095,27171,181.387,690.645,75.5
ProvidenciaExampleScenario.node[360].veinsmobility,15.65,0,27097.5,27171.5,194.052,750.553,73.5
ProvidenciaExampleScenario.node[136].veinsmobility,18.15,0,27037.5,27171.5,356.775,1304,133.5
ProvidenciaExampleScenario.node[337].veinsmobility,16.25,1.56675,27091.5,27171.5,210.928,867.625,79.5
ProvidenciaExampleScenario.node[133].veinsmobility,15.1663,0,27037,27172.5,299.265,1098.03,135
ProvidenciaExampleScenario.node[390].veinsmobility,16.25,0,27104.5,27172.5,184.494,594.74,67.5
ProvidenciaExampleScenario.node[127].veinsmobility,16.3556,0,27036,27173,273.496,771.076,136.5
ProvidenciaExampleScenario.node[111].veinsmobility,19.25,0,27032.5,27173,323.789,970.457,140
ProvidenciaExampleScenario.node[412].veinsmobility,16.25,0,27109,27173.5,188.24,697.986,64
ProvidenciaExampleScenario.node[466].veinsmobility,16.75,6.9,27121.5,27173.5,157.756,771.818,51.5
ProvidenciaExampleScenario.node[411].veinsmobility,15.4124,1.41242,27108.5,27173.5,198.495,866.375,64.5
ProvidenciaExampleScenario.node[264].veinsmobility,16.068,0,27072.5,27174.5,239.487,750.707,101.5
ProvidenciaExampleScenario.node[315].veinsmobility,16.9489,0,27085,27174.5,236.17,606.799,89
ProvidenciaExampleScenario.node[165].veinsmobility,15.65,0,27045,27175,289.188,1079.38,129.5
ProvidenciaExampleScenario.node[37].veinsmobility,16.4065,0,27013.5,27175,444.345,1509.2,161
ProvidenciaExampleScenario.node[418].veinsmobility,15.5,3.17141,27110.5,27175,201.307,887.847,64
ProvidenciaExampleScenario.node[324].veinsmobility,15,0,27088.5,27176,222.956,863.303,87
ProvidenciaExampleScenario.node[367].veinsmobility,15.65,0,27099,27176.5,225.084,751.577,77
ProvidenciaExampleScenario.node[436].veinsmobility,16,3.5,27115.5,27176.5,191.882,855.444,60.5
ProvidenciaExampleScenario.node[4].veinsmobility,16.25,0,27002,27177,383.647,1132.25,174.5
ProvidenciaExampleScenario.node[404].veinsmobility,15.65,4.02171,27107.5,27178,217.607,751.271,70
ProvidenciaExampleScenario.node[147].veinsmobility,18,0,27041.5,27178.5,299.223,972.095,136.5
ProvidenciaExampleScenario.node[64].veinsmobility,16.25,0,27019.5,27179,331.841,880.322,159
ProvidenciaExampleScenario.node[101].veinsmobility,16.5105,0,27028.5,27179,356.84,1139.3,150
ProvidenciaExampleScenario.node[483].veinsmobility,15,3.01637,27128.5,27179,138.029,595.415,50
ProvidenciaExampleScenario.node[178].veinsmobility,19.25,0,27048.5,27179.5,311.335,973.988,130.5
ProvidenciaExampleScenario.node[428].veinsmobility,14.8722,6.03972,27113.5,27180,175.762,763.807,66
ProvidenciaExampleScenario.node[342].veinsmobility,19.2205,0,27093,27180.5,254.717,986.891,87
ProvidenciaExampleScenario.node[439].veinsmobility,15.7,5.19579,27116,27180.5,192.803,887.292,64
ProvidenciaExampleScenario.node[318].veinsmobility,18,0,27086.5,27181.5,265.317,981.356,94.5
ProvidenciaExampleScenario.node[391].veinsmobility,18.1769,1.52898,27105,27182,235.856,860.961,76.5
ProvidenciaExampleScenario.node[447].veinsmobility,15.786,4.25,27118.5,27182,180.93,754.381,63
ProvidenciaExampleScenario.node[181].veinsmobility,16.25,0,27049.5,27182.5,302.034,876.72,132.5
ProvidenciaExampleScenario.node[463].veinsmobility,16.4281,7.1,27121,27183,175.388,865.819,61.5
ProvidenciaExampleScenario.node[470].veinsmobility,17.5,3.5,27123,27183.5,215.505,860.817,60
ProvidenciaExampleScenario.node[423].veinsmobility,18.8899,1.96032,27112,27184,231.345,858.395,71.5
ProvidenciaExampleScenario.node[139].veinsmobility,15.4807,0,27038.5,27184,340.252,1126.64,145
ProvidenciaExampleScenario.node[192].veinsmobility,19.25,0,27052,27184.5,388.115,1310.55,132
ProvidenciaExampleScenario.node[282].veinsmobility,16.25,0,27077,27185,222.856,488.29,107.5
ProvidenciaExampleScenario.node[241].veinsmobility,16.142,0,27065,27186.5,235.544,650.684,121
ProvidenciaExampleScenario.node[386].veinsmobility,20.5,0,27104,27186.5,272.459,974.432,82
ProvidenciaExampleScenario.node[160].veinsmobility,15.1701,0,27044.5,27186.5,328.856,1126.51,141.5
ProvidenciaExampleScenario.node[547].veinsmobility,16.95,5.5,27149,27187,124.818,498.184,37.5
ProvidenciaExampleScenario.node[299].veinsmobility,16.25,0,27080,27187.5,224.211,486.91,107
ProvidenciaExampleScenario.node[198].veinsmobility,18,0,27053.5,27188,351.916,1298.62,134
ProvidenciaExampleScenario.node[195].veinsmobility,15.7665,0,27053,27189,259.011,629.439,135.5
ProvidenciaExampleScenario.node[518].veinsmobility,19.25,6.9,27141.5,27189,173.194,768.028,47
ProvidenciaExampleScenario.node[184].veinsmobility,20.7788,0,27051,27190,296.397,679.498,138.5
ProvidenciaExampleScenario.node[478].veinsmobility,16.1182,6.9,27126.5,27190,171.19,864.22,63
ProvidenciaExampleScenario.node[313].veinsmobility,15.5,0,27085,27190.5,210.166,490.537,105
ProvidenciaExampleScenario.node[467].veinsmobility,15.1781,0,27121.5,27190.5,213.31,866.718,68.5
ProvidenciaExampleScenario.node[245].veinsmobility,15.0663,-0.789584,27067,27191,245.89,656.83,123.5
ProvidenciaExampleScenario.node[523].veinsmobility,18.8534,6.9,27143,27191,174.184,768.352,47.5
ProvidenciaExampleScenario.node[258].veinsmobility,19.25,0,27070,27191,372.018,1298.92,120.5
ProvidenciaExampleScenario.node[106].veinsmobility,20.9246,0,27030,27191.5,336.134,680.961,161
ProvidenciaExampleScenario.node[252].veinsmobility,15.1814,0,27068.5,27192.5,243.89,667.11,123.5
ProvidenciaExampleScenario.node[431].veinsmobility,19.25,1.57954,27115,27192.5,261.512,971.919,77
ProvidenciaExampleScenario.node[347].veinsmobility,15.8202,0,27094.5,27193,202.514,484.51,98
ProvidenciaExampleScenario.node[346].veinsmobility,16.3036,0,27094.5,27193.5,210.347,650.302,98.5
ProvidenciaExampleScenario.node[217].veinsmobility,18.5,0,27058,27195,316.17,919.165,136.5
ProvidenciaExampleScenario.node[262].veinsmobility,20.2977,-6.33876,27072,27195,309.787,693.894,122.5
ProvidenciaExampleScenario.node[378].veinsmobility,15.5,0,27101,27195.5,188.481,490.786,94
ProvidenciaExampleScenario.node[325].veinsmobility,15.9999,0,27089.5,27196,225.499,641.185,106
ProvidenciaExampleScenario.node[226].veinsmobility,17.413,0,27060.5,27196,317.033,878.997,135
ProvidenciaExampleScenario.node[545].veinsmobility,18.8958,6.9,27148.5,27196,172.66,763.203,47
ProvidenciaExampleScenario.node[298].veinsmobility,15.1383,0,27080,27196.5,265.31,882.557,116
ProvidenciaExampleScenario.node[187].veinsmobility,19.1093,0,27051.5,27196.5,281.122,678.226,144.5
ProvidenciaExampleScenario.node[103].veinsmobility,19.75,0,27029,27197,407.739,1408.38,167.5
ProvidenciaExampleScenario.node[451].veinsmobility,15.4383,0,27120,27197.5,173.3,495.091,77
ProvidenciaExampleScenario.node[145].veinsmobility,19.6902,0,27041,27197.5,403.383,1412.21,156
ProvidenciaExampleScenario.node[97].veinsmobility,21.25,0,27027,27198,435.697,1100.09,170.5
ProvidenciaExampleScenario.node[529].veinsmobility,16.9926,1.62733,27144.5,27198,131.21,492.431,53
ProvidenciaExampleScenario.node[552].veinsmobility,18.9807,6.9,27150,27198,175.341,770.648,47.5
ProvidenciaExampleScenario.node[333].veinsmobility,16.5,0,27091,27199,268.379,878.057,107.5
ProvidenciaExampleScenario.node[555].veinsmobility,18.4315,6.9,27151,27199,176.068,777.603,47.5
ProvidenciaExampleScenario.node[537].veinsmobility,17.6111,0,27147,27199.5,139.079,462.157,52
ProvidenciaExampleScenario.node[565].veinsmobility,19.1928,6.9,27153.5,27200,176.224,754.719,46
ProvidenciaExampleScenario.node[556].veinsmobility,15.8202,4.60956,27151.5,27200.5,120.432,489.367,48.5
ProvidenciaExampleScenario.node[437].veinsmobility,15.0879,0,27116,27201,186.309,646.231,84.5
ProvidenciaExampleScenario.node[322].veinsmobility,17.2432,-0.168704,27088,27201,262.168,678.353,112.5
ProvidenciaExampleScenario.node[414].veinsmobility,18,0,27109,27201.5,276.304,941.701,92
ProvidenciaExampleScenario.node[385].veinsmobility,15.6758,0,27103.5,27202,220.281,646.473,98
ProvidenciaExampleScenario.node[41].veinsmobility,16.4087,0,27014,27204,426.07,1335.05,189.5
ProvidenciaExampleScenario.node[272].veinsmobility,16.9866,-0.815321,27074.5,27204,282.551,926.138,129
ProvidenciaExampleScenario.node[10].veinsmobility,15.65,0,27003.5,27204.5,482.871,1321.72,200.5
ProvidenciaExampleScenario.node[453].veinsmobility,18.5,0,27120,27204.5,220.288,634.866,84
