Module,/veins-4.4/examples/pveins_providencia/results/nodebug-0.sca_nodebug-0-20170521-20:11:47-14316_maxSpeed,/veins-4.4/examples/pveins_providencia/results/nodebug-0.sca_nodebug-0-20170521-20:11:47-14316_minSpeed,/veins-4.4/examples/pveins_providencia/results/nodebug-0.sca_nodebug-0-20170521-20:11:47-14316_startTime,/veins-4.4/examples/pveins_providencia/results/nodebug-0.sca_nodebug-0-20170521-20:11:47-14316_stopTime,/veins-4.4/examples/pveins_providencia/results/nodebug-0.sca_nodebug-0-20170521-20:11:47-14316_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/nodebug-0.sca_nodebug-0-20170521-20:11:47-14316_totalDistance,/veins-4.4/examples/pveins_providencia/results/nodebug-0.sca_nodebug-0-20170521-20:11:47-14316_totalTime
RSUExampleScenario.node[255].veinsmobility,12.9,0,27069.5,27090.5,49.9843,107.138,20.5
RSUExampleScenario.node[105].veinsmobility,15.2848,1.08857,27029.5,27091,162.843,637.675,61
RSUExampleScenario.node[137].veinsmobility,15.65,4.6431,27038,27091,153.528,629.499,52.5
RSUExampleScenario.node[39].veinsmobility,16.25,0,27013.5,27092.5,246.881,887.475,78.5
RSUExampleScenario.node[113].veinsmobility,16.25,3.5,27032.5,27092.5,201.722,863.523,59.5
RSUExampleScenario.node[207].veinsmobility,16.7397,6.9,27055.5,27093,136.949,492.22,37
RSUExampleScenario.node[306].veinsmobility,13.416,5.4,27082,27094.5,42.0034,109.613,12
RSUExampleScenario.node[122].veinsmobility,15.65,3.13755,27035,27094.5,170.196,639.153,59
RSUExampleScenario.node[165].veinsmobility,15.4855,5.6,27045,27095,156.166,638.691,49.5
RSUExampleScenario.node[33].veinsmobility,15.65,0,27012.5,27095,213.67,992.062,82
RSUExampleScenario.node[121].veinsmobility,16.25,5.7,27034.5,27095.5,196.066,876.725,60.5
RSUExampleScenario.node[140].veinsmobility,15.2078,3.79562,27039,27096,151.71,642.575,56.5
RSUExampleScenario.node[155].veinsmobility,15.8598,5.51835,27043.5,27097.5,156.801,636.034,53.5
RSUExampleScenario.node[175].veinsmobility,15.7895,5.6,27048,27099,158.54,633.971,50.5
RSUExampleScenario.node[142].veinsmobility,16.3921,3.5,27039,27100,204.353,865.281,60.5
RSUExampleScenario.node[120].veinsmobility,16.4992,3.54713,27034.5,27100.5,202.436,749.937,65.5
RSUExampleScenario.node[196].veinsmobility,16.25,6.9,27053,27100.5,140.82,613.442,47
RSUExampleScenario.node[148].veinsmobility,16.25,3.5,27041.5,27102,197.444,861.326,60
RSUExampleScenario.node[55].veinsmobility,15.3671,0,27017,27102.5,197.808,675.929,85
RSUExampleScenario.node[163].veinsmobility,16.5841,3.5,27044.5,27104,206.586,865.774,59
RSUExampleScenario.node[43].veinsmobility,15,0,27014.5,27105,245.838,1100.24,90
RSUExampleScenario.node[19].veinsmobility,15.65,0,27006.5,27108,301.325,1334.89,101
RSUExampleScenario.node[186].veinsmobility,16.25,2.3476,27050.5,27108,183.305,673.904,57
RSUExampleScenario.node[227].veinsmobility,16.25,6.9,27061,27111,162.062,673.275,49.5
RSUExampleScenario.node[16].veinsmobility,23.15,0,27006,27119.5,336.383,1144.59,113
RSUExampleScenario.node[208].veinsmobility,16.149,0,27055.5,27120,139.133,284.553,64
RSUExampleScenario.node[80].veinsmobility,16.2022,0,27023.5,27122,244.855,1029.16,98
RSUExampleScenario.node[357].veinsmobility,15.7474,3.86484,27097,27126.5,88.3761,273.301,29
RSUExampleScenario.node[38].veinsmobility,18.15,0,27013.5,27127.5,287.023,973.534,113.5
RSUExampleScenario.node[379].veinsmobility,15.3916,5.73481,27101,27128.5,77.9752,273.94,27
RSUExampleScenario.node[8].veinsmobility,22.5,0,27003,27128.5,455.165,1282.16,125
RSUExampleScenario.node[61].veinsmobility,16.9,6.9,27017.5,27128.5,354.859,1568.3,110.5
RSUExampleScenario.node[46].veinsmobility,19.4,0,27015,27128.5,278.776,976.667,113
RSUExampleScenario.node[143].veinsmobility,15.65,0,27040,27129.5,224.926,1040.1,89
RSUExampleScenario.node[98].veinsmobility,19.5,0,27027.5,27130,280.277,980.404,102
RSUExampleScenario.node[71].veinsmobility,19.75,0,27021,27130,294.807,992.246,108.5
RSUExampleScenario.node[21].veinsmobility,18.5,0,27007.5,27130.5,300.84,991.492,122.5
RSUExampleScenario.node[191].veinsmobility,16.9,0,27051.5,27131,261.643,1036.69,79
RSUExampleScenario.node[42].veinsmobility,17.8252,0,27014,27132.5,351.572,1153.24,118
RSUExampleScenario.node[138].veinsmobility,15.3637,0,27038,27133,260.945,1057.96,94.5
RSUExampleScenario.node[320].veinsmobility,16.25,0,27087,27133.5,120.988,279.773,46
RSUExampleScenario.node[154].veinsmobility,19.25,0,27043,27133.5,261.142,980.728,90
RSUExampleScenario.node[156].veinsmobility,15.65,1.89839,27044,27134.5,252.659,1010.06,90
RSUExampleScenario.node[41].veinsmobility,16.9148,0,27014,27136.5,349.456,1326.3,122
RSUExampleScenario.node[158].veinsmobility,17.7217,1.23216,27044,27136.5,246.721,977.242,92
RSUExampleScenario.node[13].veinsmobility,16.25,0,27005.5,27136.5,298.674,797.066,130.5
RSUExampleScenario.node[1].veinsmobility,22.4552,0,27000.5,27137,357.437,906.957,136
RSUExampleScenario.node[34].veinsmobility,16.4067,0,27013,27138,281.453,790.731,124.5
RSUExampleScenario.node[438].veinsmobility,17.3898,6.9,27116,27138.5,101.591,284.116,22
RSUExampleScenario.node[166].veinsmobility,16.25,0,27045,27139,225.745,625.644,93.5
RSUExampleScenario.node[179].veinsmobility,16.25,0,27048.5,27139,218.85,620.647,90
RSUExampleScenario.node[18].veinsmobility,19,0,27006.5,27140,325.751,904.688,133
RSUExampleScenario.node[85].veinsmobility,16.0097,0,27024.5,27140,258.246,772.326,115
RSUExampleScenario.node[202].veinsmobility,16.25,0,27054.5,27140.5,213.855,621.527,85.5
RSUExampleScenario.node[192].veinsmobility,15.752,-0.123376,27051.5,27141,213.637,622.276,89
RSUExampleScenario.node[204].veinsmobility,18.9409,0,27054.5,27142,267.29,918.177,87
RSUExampleScenario.node[40].veinsmobility,15.65,0,27014,27142,248.572,662.118,127.5
RSUExampleScenario.node[247].veinsmobility,16.25,0,27067,27142.5,191.333,626.621,75
RSUExampleScenario.node[220].veinsmobility,19.1885,0,27059,27143,264.62,913.676,83.5
RSUExampleScenario.node[181].veinsmobility,16,0,27048.5,27143,255.337,872.125,94
RSUExampleScenario.node[174].veinsmobility,15.3923,0,27047.5,27143.5,251.207,861.253,95.5
RSUExampleScenario.node[189].veinsmobility,16.4095,0,27051,27143.5,255.41,1070.15,92
RSUExampleScenario.node[131].veinsmobility,19.7075,0,27036.5,27144,313.017,909.082,107
RSUExampleScenario.node[94].veinsmobility,15.0118,0,27026.5,27144,232.921,660.122,117
RSUExampleScenario.node[229].veinsmobility,16.629,0,27061,27145,249.722,853.541,83.5
RSUExampleScenario.node[86].veinsmobility,16.0959,0,27024.5,27145.5,316.491,1067.81,120.5
RSUExampleScenario.node[279].veinsmobility,15.65,0,27076,27146,175.127,662.43,69.5
RSUExampleScenario.node[91].veinsmobility,16.25,0,27025.5,27146,293.439,682.405,120
RSUExampleScenario.node[70].veinsmobility,15.65,0,27020.5,27146,310.283,1071.11,125
RSUExampleScenario.node[3].veinsmobility,21.2414,0,27001.5,27146.5,326.914,844.023,144.5
RSUExampleScenario.node[225].veinsmobility,16.25,0,27060,27147,247.838,888.44,86.5
RSUExampleScenario.node[248].veinsmobility,16.25,0,27067,27147.5,253.067,864.035,80
RSUExampleScenario.node[93].veinsmobility,16.29,0,27026,27148,286.015,700.388,121.5
RSUExampleScenario.node[261].veinsmobility,15.4383,0,27071.5,27149,224.031,1037.17,77
RSUExampleScenario.node[265].veinsmobility,16.9981,0,27073,27150.5,252.18,875.419,77
RSUExampleScenario.node[65].veinsmobility,22.25,0,27019,27151,368.953,1313.15,131.5
RSUExampleScenario.node[182].veinsmobility,16.25,0,27049,27151,246.958,791.73,101.5
RSUExampleScenario.node[180].veinsmobility,19.75,0,27048.5,27153.5,255.577,758.105,104.5
RSUExampleScenario.node[162].veinsmobility,19.3935,0,27044.5,27153.5,264.705,768.877,108.5
RSUExampleScenario.node[129].veinsmobility,19.75,0,27036.5,27153.5,268.505,768.766,116.5
RSUExampleScenario.node[115].veinsmobility,15,0,27033.5,27154,231.231,880.013,120
RSUExampleScenario.node[537].veinsmobility,14.4,6.9,27144.5,27154,35.2736,109.417,9
RSUExampleScenario.node[141].veinsmobility,19.25,0,27039,27154,255.381,779.965,114.5
RSUExampleScenario.node[54].veinsmobility,23.75,0,27017,27154.5,497.502,1569.82,137
RSUExampleScenario.node[169].veinsmobility,19.3275,0,27046,27154.5,257.267,774.348,108
RSUExampleScenario.node[288].veinsmobility,15.4807,0,27078,27154.5,223.195,899.204,76
RSUExampleScenario.node[238].veinsmobility,18.9175,0,27064,27155,235.086,765.431,90.5
RSUExampleScenario.node[132].veinsmobility,17.75,0,27037,27155.5,242.706,657.762,118
RSUExampleScenario.node[176].veinsmobility,18.9974,0,27048,27155.5,264.302,782.283,107
RSUExampleScenario.node[157].veinsmobility,18.9735,0,27044,27155.5,249.118,769.581,111
RSUExampleScenario.node[321].veinsmobility,18.9473,1.33022,27087.5,27157,211.138,780.759,69
RSUExampleScenario.node[310].veinsmobility,15.4176,0,27084,27157,213.414,888.027,72.5
RSUExampleScenario.node[250].veinsmobility,18.0695,0,27068,27157.5,223.224,765.15,89
RSUExampleScenario.node[281].veinsmobility,18,0,27076.5,27158,217.007,769.866,81
RSUExampleScenario.node[304].veinsmobility,16.7,0,27081.5,27158,238.534,860.247,76
RSUExampleScenario.node[185].veinsmobility,16.8045,0,27050.5,27158.5,241.099,888.865,107.5
RSUExampleScenario.node[303].veinsmobility,18.8281,0,27080.5,27159,222.969,755.818,78
RSUExampleScenario.node[161].veinsmobility,15.65,0,27044.5,27159.5,264.851,689.783,114.5
RSUExampleScenario.node[293].veinsmobility,18.0694,0,27079,27160,218.583,780.585,80.5
RSUExampleScenario.node[317].veinsmobility,19.4444,0,27085.5,27160,202.937,766.491,74
RSUExampleScenario.node[311].veinsmobility,16.25,0,27084.5,27160.5,210.308,787.162,75.5
RSUExampleScenario.node[363].veinsmobility,19.25,3.25023,27098,27160.5,181.658,770.103,62
RSUExampleScenario.node[296].veinsmobility,18.755,0,27079.5,27161,206.273,768.702,81
RSUExampleScenario.node[149].veinsmobility,15.9201,0,27042,27161,253.65,869.708,118.5
RSUExampleScenario.node[327].veinsmobility,19.7203,1.78331,27090,27161.5,198.291,771.124,71
RSUExampleScenario.node[323].veinsmobility,15.8724,0,27088,27161.5,225.786,888.173,73
RSUExampleScenario.node[335].veinsmobility,15.3763,0,27091,27163,234.299,874.938,71.5
RSUExampleScenario.node[194].veinsmobility,16.6787,0,27052.5,27163.5,232.4,751.538,110.5
RSUExampleScenario.node[68].veinsmobility,19.6205,0,27020.5,27163.5,374.123,1409.45,142.5
RSUExampleScenario.node[205].veinsmobility,16.25,0,27055,27163.5,250.374,868.083,108
RSUExampleScenario.node[413].veinsmobility,19.25,4.6101,27109,27164,189.691,777.434,54.5
RSUExampleScenario.node[381].veinsmobility,19.25,2.07951,27101.5,27164.5,191.24,775.879,62.5
RSUExampleScenario.node[407].veinsmobility,19.6707,5.4,27108,27165,186.76,764.643,56.5
RSUExampleScenario.node[388].veinsmobility,19.2543,5.4,27104,27165.5,186.175,780.547,61
RSUExampleScenario.node[35].veinsmobility,19.4,0,27013,27166,429.512,1301.14,152.5
RSUExampleScenario.node[77].veinsmobility,18.15,0,27023,27167.5,381.804,1294.83,144
RSUExampleScenario.node[353].veinsmobility,15.4256,0,27095.5,27167.5,209.226,891.156,71.5
RSUExampleScenario.node[231].veinsmobility,14.6647,0,27062,27167.5,228.354,862.157,105
RSUExampleScenario.node[172].veinsmobility,15.65,0,27046.5,27168,275.729,946.941,121
RSUExampleScenario.node[546].veinsmobility,15.65,6.9,27147,27168.5,75.5002,278.178,21
RSUExampleScenario.node[232].veinsmobility,17.1907,0,27062,27168.5,229.894,696.798,106
RSUExampleScenario.node[442].veinsmobility,19.25,4.6013,27117.5,27168.5,177.538,769.942,50.5
RSUExampleScenario.node[360].veinsmobility,15.65,0,27097.5,27169,191.584,747.544,71
RSUExampleScenario.node[109].veinsmobility,16.3595,0,27032,27169.5,323.729,1095.29,137
RSUExampleScenario.node[425].veinsmobility,18.0185,5.71881,27112,27169.5,167.225,774.676,57
RSUExampleScenario.node[99].veinsmobility,18.35,0,27028,27169.5,360.999,1312.47,141
RSUExampleScenario.node[127].veinsmobility,15.8627,0,27036,27171,266.112,755.355,134.5
RSUExampleScenario.node[130].veinsmobility,18.15,0,27036.5,27171,371.089,1299.38,134
RSUExampleScenario.node[337].veinsmobility,15.65,1.19014,27091.5,27171,209.111,873.834,79
RSUExampleScenario.node[396].veinsmobility,15.3217,2.5717,27105.5,27172,207.472,865.657,66
RSUExampleScenario.node[350].veinsmobility,15,0,27095,27172.5,181.478,696.172,77
RSUExampleScenario.node[133].veinsmobility,15.9195,0,27037,27172.5,307.509,1100.56,135
RSUExampleScenario.node[390].veinsmobility,16.25,0,27104.5,27172.5,184.471,594.54,67.5
RSUExampleScenario.node[264].veinsmobility,15.9381,0,27072.5,27173,240.986,755.375,100
RSUExampleScenario.node[549].veinsmobility,19.4,6.04395,27148,27173,88.2609,334.645,24.5
RSUExampleScenario.node[111].veinsmobility,19.25,0,27032.5,27173,322.913,970.457,140
RSUExampleScenario.node[124].veinsmobility,18.6843,0,27035,27173,369.292,1296.53,137.5
RSUExampleScenario.node[412].veinsmobility,16.25,0.40088,27109,27173.5,181.564,695.389,64
RSUExampleScenario.node[471].veinsmobility,18,6.9,27123.5,27173.5,170.367,781.814,49.5
RSUExampleScenario.node[4].veinsmobility,16.25,0,27002,27174.5,368.839,1130.57,172
RSUExampleScenario.node[315].veinsmobility,16.5,0,27085,27174.5,230.833,606.987,89
RSUExampleScenario.node[466].veinsmobility,16.75,6.9,27121.5,27174.5,155.424,778.893,52.5
RSUExampleScenario.node[134].veinsmobility,18.2731,0,27037,27174.5,378.246,1311.12,137
RSUExampleScenario.node[324].veinsmobility,15.0944,0,27088.5,27174.5,223.942,862.387,85.5
RSUExampleScenario.node[367].veinsmobility,15.65,0,27099,27175,225.649,753.249,75.5
RSUExampleScenario.node[610].veinsmobility,14.4,6.9,27165,27175.5,38.1296,107.729,10
RSUExampleScenario.node[136].veinsmobility,18.6508,0,27037.5,27175.5,347.677,1309.89,137.5
RSUExampleScenario.node[399].veinsmobility,15.7321,0,27106,27175.5,208.503,892.659,69
RSUExampleScenario.node[404].veinsmobility,15.65,4.77989,27107.5,27176.5,194.036,752.034,68.5
RSUExampleScenario.node[101].veinsmobility,15.85,0,27028.5,27176.5,337.798,1139.38,147.5
RSUExampleScenario.node[483].veinsmobility,15,3.5,27128.5,27177.5,137.132,594.306,48.5
RSUExampleScenario.node[428].veinsmobility,15,6.45556,27113.5,27178.5,187.277,766.457,64.5
RSUExampleScenario.node[147].veinsmobility,18,0,27041.5,27178.5,298.77,972.093,136.5
RSUExampleScenario.node[411].veinsmobility,15.3534,0,27108.5,27178.5,204.447,869.328,69.5
RSUExampleScenario.node[178].veinsmobility,19.25,0,27048.5,27179.5,311.436,973.986,130.5
RSUExampleScenario.node[391].veinsmobility,18.75,2.75409,27105,27180,216.188,863.326,74.5
RSUExampleScenario.node[447].veinsmobility,15.65,6.78579,27118.5,27180,173.987,752.25,61
RSUExampleScenario.node[260].veinsmobility,19.25,0,27071,27180,277.022,974.543,108.5
RSUExampleScenario.node[418].veinsmobility,15.4202,0,27110.5,27180,218.047,891.255,69
RSUExampleScenario.node[226].veinsmobility,17.5,0,27060.5,27181,294.482,873.214,120
RSUExampleScenario.node[139].veinsmobility,15.6276,0,27038.5,27181,321.505,1123.95,142
RSUExampleScenario.node[373].veinsmobility,18.4759,2.40062,27100,27181.5,248.686,977.721,81
RSUExampleScenario.node[436].veinsmobility,15.686,0,27115.5,27181.5,201.254,875.586,65.5
RSUExampleScenario.node[423].veinsmobility,19,0.13366,27112,27182.5,217.208,863.127,70
RSUExampleScenario.node[386].veinsmobility,20.5,0,27104,27183.5,268.221,974.838,79
RSUExampleScenario.node[463].veinsmobility,15.9871,6.9,27121,27183.5,173.927,865.723,62
RSUExampleScenario.node[195].veinsmobility,15.65,0,27053,27184,261.868,643.957,130.5
RSUExampleScenario.node[160].veinsmobility,15.662,0,27044.5,27184.5,334.162,1128.38,139.5
RSUExampleScenario.node[541].veinsmobility,16.75,5.5,27146.5,27185,120.737,498.621,38
RSUExampleScenario.node[282].veinsmobility,16.25,0,27077,27185,224.082,490.325,107.5
RSUExampleScenario.node[241].veinsmobility,16.25,0,27065,27186,231.647,646.28,120.5
RSUExampleScenario.node[439].veinsmobility,15.75,0,27116,27186,224.393,878.447,69.5
RSUExampleScenario.node[470].veinsmobility,17.5,0,27123,27186.5,227.257,861.081,63
RSUExampleScenario.node[299].veinsmobility,16.25,0,27080,27187.5,224.211,486.91,107
RSUExampleScenario.node[252].veinsmobility,16.1092,0,27068.5,27188,220.628,650.017,119
RSUExampleScenario.node[298].veinsmobility,15.9892,0,27080,27188,246.202,882.233,107.5
RSUExampleScenario.node[467].veinsmobility,14.9387,3.37857,27121.5,27188,191.212,865.438,66
RSUExampleScenario.node[106].veinsmobility,22.2272,0,27030,27188.5,345.142,686.672,158
RSUExampleScenario.node[198].veinsmobility,18.447,0,27053.5,27189.5,355.65,1295.27,135.5
RSUExampleScenario.node[478].veinsmobility,16.25,6.9,27126.5,27189.5,173.479,859.233,62.5
RSUExampleScenario.node[245].veinsmobility,15.0547,0,27067,27190,238.749,659.334,122.5
RSUExampleScenario.node[313].veinsmobility,15.5,0,27085,27190.5,212.17,490.534,105
RSUExampleScenario.node[431].veinsmobility,19.25,0,27115,27191,261.162,971.769,75.5
RSUExampleScenario.node[262].veinsmobility,18.9132,0,27072,27191,271.077,689.295,118.5
RSUExampleScenario.node[258].veinsmobility,19.4,0,27070,27191,372.739,1297.17,120.5
RSUExampleScenario.node[325].veinsmobility,15.65,0,27089.5,27191.5,211.356,642.957,101.5
RSUExampleScenario.node[346].veinsmobility,15.9582,0,27094.5,27192.5,213.694,645.949,97.5
RSUExampleScenario.node[627].veinsmobility,19.344,6.75,27169,27193,92.3519,340.784,23.5
RSUExampleScenario.node[347].veinsmobility,15.8202,0,27094.5,27193,205.126,484.511,98
RSUExampleScenario.node[499].veinsmobility,17.5,2.8695,27134.5,27194,219.707,861.421,59
RSUExampleScenario.node[322].veinsmobility,17.8036,0,27088,27195,242.477,678.905,106.5
RSUExampleScenario.node[378].veinsmobility,15.5,0,27101,27195.5,189.496,490.8,94
RSUExampleScenario.node[385].veinsmobility,15.65,0,27103.5,27196,194.95,644.017,92
RSUExampleScenario.node[333].veinsmobility,16.9,0,27091,27196,270.271,869.975,104.5
RSUExampleScenario.node[217].veinsmobility,19,0,27058,27196,315.154,906.246,137.5
RSUExampleScenario.node[551].veinsmobility,18.9382,6.9,27148.5,27196,173.409,764.219,47
RSUExampleScenario.node[103].veinsmobility,19.75,0,27029,27197,407.739,1408.38,167.5
RSUExampleScenario.node[451].veinsmobility,15.4383,0,27120,27197.5,171.745,495.218,77
RSUExampleScenario.node[145].veinsmobility,20.25,0,27041,27197.5,406.586,1417.41,156
RSUExampleScenario.node[437].veinsmobility,15.088,0,27116,27198,173.495,645.703,81.5
RSUExampleScenario.node[355].veinsmobility,16.25,0,27096,27199,266.35,744.063,102.5
RSUExampleScenario.node[468].veinsmobility,16,0,27122,27199,200.41,758.324,76.5
RSUExampleScenario.node[557].veinsmobility,15.4383,4.60834,27150,27199,130.686,486.149,48.5
RSUExampleScenario.node[422].veinsmobility,16.7099,0,27112,27199.5,230.957,881.334,87
RSUExampleScenario.node[567].veinsmobility,19.25,6.9,27152,27199.5,181.226,772.733,47
RSUExampleScenario.node[575].veinsmobility,20.3668,6.9,27155,27200,189.574,752.973,44.5
RSUExampleScenario.node[97].veinsmobility,21.25,0,27027,27200.5,424.84,1104.43,173
RSUExampleScenario.node[414].veinsmobility,16.8936,0,27109,27203.5,277.214,927.999,94
RSUExampleScenario.node[446].veinsmobility,20.267,0,27118.5,27203.5,247.477,680.177,84.5
RSUExampleScenario.node[611].veinsmobility,16.341,5.4,27166,27204,139.323,486.109,37.5
RSUExampleScenario.node[10].veinsmobility,15.65,0,27003.5,27204.5,482.315,1320.6,200.5
RSUExampleScenario.node[25].veinsmobility,15.2202,0,27007.5,27204.5,428.379,1361.52,196.5
RSUExampleScenario.node[453].veinsmobility,18.5,0,27120,27204.5,209.975,628.891,84
RSUExampleScenario.node[48].veinsmobility,19.4,0,27015.5,27204.5,480.089,1567.85,188.5
RSUExampleScenario.node[188].veinsmobility,19.6718,0,27051,27205.5,361.998,1000.05,154
RSUExampleScenario.node[444].veinsmobility,19.4119,0,27118,27206,252.871,681.596,87.5
RSUExampleScenario.node[291].veinsmobility,16.25,0,27078.5,27207,248.078,689.421,128
RSUExampleScenario.node[336].veinsmobility,16.25,0,27091.5,27207,242.059,673.364,115
RSUExampleScenario.node[211].veinsmobility,16.25,0,27056.5,27207,288.317,644.308,150
RSUExampleScenario.node[63].veinsmobility,19.4,0,27018,27207,483.784,1570.14,188.5
RSUExampleScenario.node[30].veinsmobility,18.6093,0,27010.5,27207,491.159,1575.4,196
RSUExampleScenario.node[612].veinsmobility,15.8202,5.00986,27166.5,27207.5,134.106,495.294,40.5
RSUExampleScenario.node[271].veinsmobility,16.1639,0,27074.5,27208.5,265.57,636.486,133.5
RSUExampleScenario.node[278].veinsmobility,16.25,0,27076,27209,260.879,926.554,132.5
RSUExampleScenario.node[215].veinsmobility,16.25,0,27057.5,27209,278.545,637.42,151
RSUExampleScenario.node[150].veinsmobility,15.5,0,27042,27209,316.894,893.245,166.5
RSUExampleScenario.node[300].veinsmobility,19.6917,0,27080,27209,316.065,991.852,128.5
RSUExampleScenario.node[302].veinsmobility,18.5207,0,27080.5,27209,299.701,985.075,128
RSUExampleScenario.node[114].veinsmobility,18.15,0,27033,27209,425.268,1562.02,175.5
RSUExampleScenario.node[193].veinsmobility,15,0,27052,27209.5,273.947,649.188,157
RSUExampleScenario.node[536].veinsmobility,15.0941,6.9,27144.5,27209.5,176.503,863.179,64.5
RSUExampleScenario.node[504].veinsmobility,20.3636,0,27136,27210,228.645,678.557,73.5
RSUExampleScenario.node[237].veinsmobility,16.6256,0,27063.5,27210.5,271.073,634.743,146.5
RSUExampleScenario.node[177].veinsmobility,17.8899,0,27048,27210.5,387.611,1543.88,162
RSUExampleScenario.node[235].veinsmobility,15.85,0,27063,27211,268.264,655.923,147.5
RSUExampleScenario.node[223].veinsmobility,15.416,0,27060,27211,272.125,638.235,150.5
RSUExampleScenario.node[394].veinsmobility,18.1986,0,27105.5,27211.5,258.514,984.211,105.5
RSUExampleScenario.node[224].veinsmobility,19.4,0,27060,27212,417.51,1577.25,151.5
RSUExampleScenario.node[329].veinsmobility,16.25,0,27090,27212.5,283.111,896.809,122
RSUExampleScenario.node[135].veinsmobility,16.1076,0,27037.5,27213,392.468,1325.79,175
